Date,Adj Close,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT
2023-04-10,284.8594055175781,289.3900146484375,289.6000061035156,284.7099914550781,289.2099914550781,23103000
2023-04-11,278.4020690917969,282.8299865722656,285.9800109863281,281.6400146484375,285.75,27276600
2023-04-12,279.0517883300781,283.489990234375,287.010009765625,281.9599914550781,284.7900085449219,27403400
2023-04-13,285.3023681640625,289.8399963378906,289.8999938964844,283.1700134277344,283.5899963378906,24222700
2023-04-14,281.6603698730469,286.1400146484375,288.4800109863281,283.69000244140625,287.0,20987900
2023-04-17,284.2786560058594,288.79998779296875,291.6000061035156,286.1600036621094,289.92999267578125,23836200
2023-04-18,283.85540771484375,288.3699951171875,291.760009765625,287.010009765625,291.57000732421875,20161800
2023-04-19,283.9341125488281,288.45001220703125,289.04998779296875,284.5400085449219,285.989990234375,17150300
2023-04-20,281.63079833984375,286.1099853515625,289.0299987792969,285.0799865722656,285.25,23244400
2023-04-21,281.2862854003906,285.760009765625,286.2699890136719,283.05999755859375,285.010009765625,21676400
2023-04-24,277.3586730957031,281.7699890136719,284.95001220703125,278.7200012207031,282.0899963378906,26611000
2023-04-25,271.1081237792969,275.4200134277344,281.6000061035156,275.3699951171875,279.510009765625,45772200
2023-04-26,290.7458190917969,295.3699951171875,299.57000732421875,292.7300109863281,296.70001220703125,64599200
2023-04-27,300.0577392578125,304.8299865722656,305.20001220703125,295.25,295.9700012207031,46462600
2023-04-28,302.44970703125,307.260009765625,308.92999267578125,303.30999755859375,304.010009765625,36446700
2023-05-01,300.7762756347656,305.55999755859375,308.6000061035156,305.1499938964844,306.9700012207031,21294100
2023-05-02,300.6286315917969,305.4100036621094,309.17999267578125,303.9100036621094,307.760009765625,26404400
2023-05-03,299.63446044921875,304.3999938964844,308.6099853515625,304.0899963378906,306.6199951171875,22360800
2023-05-04,300.6286315917969,305.4100036621094,307.760009765625,303.3999938964844,306.239990234375,22519900
2023-05-05,305.7865905761719,310.6499938964844,311.9700012207031,304.2699890136719,305.7200012207031,28181200
2023-05-08,303.8178405761719,308.6499938964844,310.20001220703125,306.0899963378906,310.1300048828125,21318600
2023-05-09,302.1937255859375,307.0,310.0400085449219,306.30999755859375,308.0,21340800
2023-05-10,307.42059326171875,312.30999755859375,313.0,307.6700134277344,308.6199951171875,30078000
2023-05-11,305.2549743652344,310.1099853515625,311.1199951171875,306.260009765625,310.1000061035156,31680200
2023-05-12,304.1329040527344,308.9700012207031,310.6499938964844,306.6000061035156,310.54998779296875,19758100
2023-05-15,304.6152038574219,309.4599914550781,309.8999938964844,307.5899963378906,309.1000061035156,16336500
2023-05-16,306.8594970703125,311.739990234375,313.7099914550781,309.8299865722656,309.8299865722656,26730300
2023-05-17,309.7597961425781,314.0,314.42999267578125,310.739990234375,312.2900085449219,24315000
2023-05-18,314.2187805175781,318.5199890136719,319.0400085449219,313.7200012207031,314.5299987792969,27276000
2023-05-19,314.0411682128906,318.3399963378906,318.75,316.3699951171875,316.739990234375,27529500
2023-05-22,316.8428649902344,321.17999267578125,322.5899963378906,318.010009765625,318.6000061035156,24115700
2023-05-23,311.0028381347656,315.260009765625,322.7200012207031,315.25,320.0299987792969,30797200
2023-05-24,309.61187744140625,313.8500061035156,316.5,312.6099853515625,314.7300109863281,23384900
2023-05-25,321.51885986328125,325.9200134277344,326.8999938964844,320.0,323.239990234375,43301700
2023-05-26,328.3947448730469,332.8900146484375,333.3999938964844,323.8800048828125,324.0199890136719,36630600
2023-05-30,326.7373962402344,331.2099914550781,335.739990234375,330.5199890136719,335.2300109863281,29503100
2023-05-31,323.95550537109375,328.3900146484375,335.94000244140625,327.3299865722656,332.2900085449219,45950600
2023-06-01,328.08892822265625,332.5799865722656,333.5299987792969,324.7200012207031,325.92999267578125,26773900
2023-06-02,330.870849609375,335.3999938964844,337.5,332.54998779296875,334.25,25864000
2023-06-05,331.4035339355469,335.94000244140625,338.55999755859375,334.6600036621094,335.2200012207031,21307100
2023-06-06,329.174072265625,333.67999267578125,335.3699951171875,332.1700134277344,335.3299865722656,20396200
2023-06-07,319.0131530761719,323.3800048828125,334.489990234375,322.5,331.6499938964844,40717100
2023-06-08,320.8677673339844,325.260009765625,326.6400146484375,323.3500061035156,323.94000244140625,23277700
2023-06-09,322.3771057128906,326.7900085449219,329.989990234375,324.4100036621094,324.989990234375,22514900
2023-06-12,327.3687438964844,331.8500061035156,332.1000061035156,325.1600036621094,328.5799865722656,24260300
2023-06-13,329.7758483886719,334.2900085449219,336.9800109863281,330.3900146484375,334.4700012207031,22951300
